Customer ID	Full Name	Date of Purchase	Age	State	MTN Device	Gender	Satisfaction Rate	Customer Review	Customer Tenure in months	Subscription Plan	 Unit Price 	Number of Times Purchased	 Total Revenue 	Data Usage (gb)	Customer Churn Status	Reasons for Churn
CUST0081	Chinedu Ortiz	2/25/25	71	Anambra	5G Broadband Router	Male	5	Excellent	28	200GB Monthly Broadband Plan	" ?25,000 "	3	" ?75,000 "	155.93	Yes	Better Offers from Competitors
CUST0081	Chinedu Ortiz	2/25/25	71	Anambra	Broadband MiFi	Male	5	Excellent	28	120GB Monthly Broadband Plan	" ?24,000 "	17	" ?408,000 "	126.83	Yes	Better Offers from Competitors
CUST0082	Michael Ortiz	2/25/25	40	Ekiti	4G Router	Female	2	Fair	47	10GB+10mins Monthly Plan	" ?4,500 "	3	" ?13,500 "	152.16	Yes	Costly Data Plans
CUST0083	Shehu Holt	3/25/25	79	Sokoto	Mobile SIM Card	Female	3	Good	44	1GB+1.5mins Daily Plan	 ?500 	19	" ?9,500 "	159.37	Yes	Poor Network
CUST0083	Shehu Holt	3/25/25	79	Sokoto	5G Broadband Router	Female	3	Good	44	30GB Monthly Broadband Plan	" ?9,000 "	3	" ?27,000 "	70.71	Yes	Poor Network
CUST0084	Maryam Velez	3/25/25	75	Nasarawa	Mobile SIM Card	Male	3	Good	4	12.5GB Monthly Plan	" ?5,500 "	2	" ?11,000 "	116.28	Yes	Better Offers from Competitors
CUST0085	Alabo Turner	2/25/25	40	Niger	Broadband MiFi	Female	1	Poor	33	150GB FUP Monthly Unlimited	" ?20,000 "	15	" ?300,000 "	8.31	No	
CUST0085	Alabo Turner	2/25/25	40	Niger	5G Broadband Router	Female	1	Poor	33	1.5TB Yearly Broadband Plan	" ?150,000 "	20	" ?3,000,000 "	105.05	No	
CUST0086	Amina Rivas	2/25/25	62	Gombe	5G Broadband Router	Female	3	Good	25	150GB FUP Monthly Unlimited	" ?20,000 "	18	" ?360,000 "	66.27	No	
CUST0087	Omamuzo Guerrero	1/25/25	52	Edo	5G Broadband Router	Male	5	Excellent	22	450GB 3-Month Broadband Plan	" ?75,000 "	3	" ?225,000 "	26.23	No	
CUST0087	Omamuzo Guerrero	1/25/25	52	Edo	Mobile SIM Card	Male	5	Excellent	22	1GB+1.5mins Daily Plan	 ?500 	11	" ?5,500 "	112	No	
CUST0088	Amaka Brown	3/25/25	27	Kwara	Mobile SIM Card	Female	3	Good	2	500MB Daily Plan	 ?350 	5	" ?1,750 "	200	Yes	Poor Customer Service
CUST0088	Amaka Brown	3/25/25	27	Kwara	Broadband MiFi	Female	3	Good	2	30GB Monthly Broadband Plan	" ?9,000 "	4	" ?36,000 "	59.51	Yes	Poor Customer Service
CUST0089	Michael Schultz	2/25/25	20	Bayelsa	4G Router	Male	2	Fair	39	65GB Monthly Plan	" ?16,000 "	8	" ?128,000 "	82.47	Yes	Better Offers from Competitors
CUST0089	Michael Schultz	2/25/25	20	Bayelsa	5G Broadband Router	Male	2	Fair	39	1.5TB Yearly Broadband Plan	" ?150,000 "	15	" ?2,250,000 "	122.31	Yes	Better Offers from Competitors
CUST0089	Michael Schultz	2/25/25	20	Bayelsa	Mobile SIM Card	Male	2	Fair	39	500MB Daily Plan	 ?350 	10	" ?3,500 "	107.04	Yes	Better Offers from Competitors
CUST0090	John Montoya	3/25/25	40	Gombe	Mobile SIM Card	Female	4	Very Good	30	10GB+10mins Monthly Plan	" ?4,500 "	2	" ?9,000 "	174.66	No	
CUST0090	John Montoya	3/25/25	40	Gombe	Broadband MiFi	Female	4	Very Good	30	60GB Monthly Broadband Plan	" ?14,500 "	18	" ?261,000 "	174.89	No	
CUST0091	Ngozi Fox	2/25/25	31	Cross River	4G Router	Male	3	Good	49	10GB+10mins Monthly Plan	" ?4,500 "	12	" ?54,000 "	163.43	No	
CUST0091	Ngozi Fox	2/25/25	31	Cross River	Mobile SIM Card	Male	3	Good	49	2.5GB 2-Day Plan	 ?900 	13	" ?11,700 "	83.27	No	
CUST0091	Ngozi Fox	2/25/25	31	Cross River	Broadband MiFi	Male	3	Good	49	120GB Monthly Broadband Plan	" ?24,000 "	13	" ?312,000 "	75.11	No	
CUST0092	Chinedu Burke	1/25/25	63	Osun	Broadband MiFi	Male	3	Good	21	300GB FUP Monthly Unlimited	" ?30,000 "	16	" ?480,000 "	183.52	No	
CUST0093	Amaka Webb	1/25/25	76	Nasarawa	Mobile SIM Card	Male	1	Poor	58	3.2GB 2-Day Plan	" ?1,000 "	8	" ?8,000 "	155.35	Yes	Better Offers from Competitors
CUST0094	Maryam Tucker	2/25/25	31	Oyo	Broadband MiFi	Male	1	Poor	27	150GB FUP Monthly Unlimited	" ?20,000 "	1	" ?20,000 "	58.61	Yes	Fast Data Consumption
CUST0094	Maryam Tucker	2/25/25	31	Oyo	5G Broadband Router	Male	1	Poor	27	200GB Monthly Broadband Plan	" ?25,000 "	14	" ?350,000 "	48.49	Yes	Fast Data Consumption
CUST0094	Maryam Tucker	2/25/25	31	Oyo	Mobile SIM Card	Male	1	Poor	27	1.5GB 2-Day Plan	 ?600 	3	" ?1,800 "	133.04	Yes	Fast Data Consumption
CUST0095	Sarah James	2/25/25	62	Kaduna	5G Broadband Router	Male	1	Poor	25	30GB Monthly Broadband Plan	" ?9,000 "	3	" ?27,000 "	71.74	No	
CUST0095	Sarah James	2/25/25	62	Kaduna	Mobile SIM Card	Male	1	Poor	25	7GB Monthly Plan	" ?3,500 "	4	" ?14,000 "	48.6	No	
CUST0096	Tega Turner	3/25/25	33	Rivers	Mobile SIM Card	Female	2	Fair	35	1.5GB 2-Day Plan	 ?600 	3	" ?1,800 "	162.39	No	
CUST0096	Tega Turner	3/25/25	33	Rivers	5G Broadband Router	Female	2	Fair	35	1.5TB Yearly Broadband Plan	" ?150,000 "	7	" ?1,050,000 "	7.88	No	
CUST0096	Tega Turner	3/25/25	33	Rivers	4G Router	Female	2	Fair	35	65GB Monthly Plan	" ?16,000 "	2	" ?32,000 "	158.33	No	
CUST0097	Ese Perez	2/25/25	55	Zamfara	5G Broadband Router	Female	3	Good	53	200GB Monthly Broadband Plan	" ?25,000 "	2	" ?50,000 "	172.5	Yes	High Call Tarriffs
CUST0098	Tega Murray	2/25/25	50	Delta	5G Broadband Router	Female	4	Very Good	28	1.5TB Yearly Broadband Plan	" ?150,000 "	12	" ?1,800,000 "	138.57	No	
CUST0098	Tega Murray	2/25/25	50	Delta	Broadband MiFi	Female	4	Very Good	28	120GB Monthly Broadband Plan	" ?24,000 "	3	" ?72,000 "	53.71	No	
CUST0099	Boma Gonzalez	3/25/25	26	Kwara	5G Broadband Router	Male	3	Good	35	450GB 3-Month Broadband Plan	" ?75,000 "	15	" ?1,125,000 "	33.75	Yes	Costly Data Plans
CUST0099	Boma Gonzalez	3/25/25	26	Kwara	4G Router	Male	3	Good	35	25GB Monthly Plan	" ?9,000 "	12	" ?108,000 "	89.7	Yes	Costly Data Plans
CUST0099	Boma Gonzalez	3/25/25	26	Kwara	Mobile SIM Card	Male	3	Good	35	20GB Monthly Plan	" ?7,500 "	2	" ?15,000 "	55.27	Yes	Costly Data Plans
CUST0100	Kunle Davis	2/25/25	67	Gombe	Broadband MiFi	Male	5	Excellent	2	30GB Monthly Broadband Plan	" ?9,000 "	12	" ?108,000 "	47.58	No	
CUST0100	Kunle Davis	2/25/25	67	Gombe	Mobile SIM Card	Male	5	Excellent	2	7GB Monthly Plan	" ?3,500 "	19	" ?66,500 "	76.88	No	
CUST0101	Bola Brown	2/25/25	35	Nasarawa	5G Broadband Router	Female	1	Poor	24	120GB Monthly Broadband Plan	" ?24,000 "	4	" ?96,000 "	50.3	No	
CUST0101	Bola Brown	2/25/25	35	Nasarawa	Mobile SIM Card	Female	1	Poor	24	65GB Monthly Plan	" ?16,000 "	16	" ?256,000 "	147.27	No	
CUST0101	Bola Brown	2/25/25	35	Nasarawa	Mobile SIM Card	Female	1	Poor	24	16.5GB+10mins Monthly Plan	" ?6,500 "	18	" ?117,000 "	77.7	No	
CUST0102	Ifeanyi Burns	3/25/25	49	Edo	Mobile SIM Card	Female	4	Very Good	14	1.5GB 2-Day Plan	 ?600 	15	" ?9,000 "	179.79	Yes	Poor Customer Service
CUST0103	Chinedu Barrera	3/25/25	56	Ekiti	4G Router	Male	3	Good	36	65GB Monthly Plan	" ?16,000 "	5	" ?80,000 "	197.03	No	
CUST0103	Chinedu Barrera	3/25/25	56	Ekiti	Mobile SIM Card	Male	3	Good	36	500MB Daily Plan	 ?350 	1	 ?350 	158.18	No	
CUST0103	Chinedu Barrera	3/25/25	56	Ekiti	Broadband MiFi	Male	3	Good	36	300GB FUP Monthly Unlimited	" ?30,000 "	12	" ?360,000 "	111.03	No	
CUST0104	Zina Fischer	2/25/25	32	Katsina	Broadband MiFi	Male	4	Very Good	20	300GB FUP Monthly Unlimited	" ?30,000 "	15	" ?450,000 "	128.65	No	
CUST0104	Zina Fischer	2/25/25	32	Katsina	Mobile SIM Card	Male	4	Very Good	20	12.5GB Monthly Plan	" ?5,500 "	12	" ?66,000 "	136.18	No	
CUST0105	Amaka Garcia	1/25/25	39	Borno	Mobile SIM Card	Female	1	Poor	33	25GB Monthly Plan	" ?9,000 "	8	" ?72,000 "	186.98	No	
CUST0105	Amaka Garcia	1/25/25	39	Borno	Broadband MiFi	Female	1	Poor	33	300GB FUP Monthly Unlimited	" ?30,000 "	17	" ?510,000 "	189.52	No	
CUST0106	Abubakar Holmes	3/25/25	26	Edo	Broadband MiFi	Male	2	Fair	41	120GB Monthly Broadband Plan	" ?24,000 "	5	" ?120,000 "	188.35	No	
CUST0106	Abubakar Holmes	3/25/25	26	Edo	5G Broadband Router	Male	2	Fair	41	300GB FUP Monthly Unlimited	" ?30,000 "	20	" ?600,000 "	131.92	No	
CUST0106	Abubakar Holmes	3/25/25	26	Edo	Mobile SIM Card	Male	2	Fair	41	7GB Monthly Plan	" ?3,500 "	19	" ?66,500 "	168.58	No	
CUST0107	Bola Rogers	3/25/25	19	Katsina	4G Router	Male	2	Fair	42	10GB+10mins Monthly Plan	" ?4,500 "	10	" ?45,000 "	128.56	No	
CUST0108	John Rose	1/25/25	47	Kebbi	Mobile SIM Card	Female	1	Poor	30	7GB Monthly Plan	" ?3,500 "	11	" ?38,500 "	121.53	Yes	Fast Data Consumption
CUST0108	John Rose	1/25/25	47	Kebbi	Broadband MiFi	Female	1	Poor	30	300GB FUP Monthly Unlimited	" ?30,000 "	12	" ?360,000 "	146.97	Yes	Fast Data Consumption
CUST0109	Tamuno Bates	2/25/25	32	Gombe	Mobile SIM Card	Male	4	Very Good	21	65GB Monthly Plan	" ?16,000 "	13	" ?208,000 "	10.6	Yes	Fast Data Consumption
CUST0110	Ibim Richards	3/25/25	47	Abuja (FCT)	Mobile SIM Card	Female	2	Fair	60	1GB+1.5mins Daily Plan	 ?500 	3	" ?1,500 "	99.73	No	
CUST0110	Ibim Richards	3/25/25	47	Abuja (FCT)	4G Router	Female	2	Fair	60	165GB Monthly Plan	" ?35,000 "	8	" ?280,000 "	101.34	No	
CUST0111	Fatima Blevins	2/25/25	61	Oyo	Mobile SIM Card	Male	5	Excellent	19	3.2GB 2-Day Plan	" ?1,000 "	9	" ?9,000 "	86.47	No	
CUST0111	Fatima Blevins	2/25/25	61	Oyo	4G Router	Male	5	Excellent	19	25GB Monthly Plan	" ?9,000 "	12	" ?108,000 "	152.89	No	
CUST0111	Fatima Blevins	2/25/25	61	Oyo	Broadband MiFi	Male	5	Excellent	19	30GB Monthly Broadband Plan	" ?9,000 "	19	" ?171,000 "	80.42	No	
CUST0112	Bala Smith	2/25/25	62	Cross River	Broadband MiFi	Male	5	Excellent	25	60GB Monthly Broadband Plan	" ?14,500 "	11	" ?159,500 "	74.95	Yes	Relocation
CUST0112	Bala Smith	2/25/25	62	Cross River	Mobile SIM Card	Male	5	Excellent	25	16.5GB+10mins Monthly Plan	" ?6,500 "	5	" ?32,500 "	187.82	Yes	Relocation
CUST0112	Bala Smith	2/25/25	62	Cross River	5G Broadband Router	Male	5	Excellent	25	60GB Monthly Broadband Plan	" ?14,500 "	13	" ?188,500 "	120.69	Yes	Relocation
CUST0113	Michael Evans	3/25/25	21	Rivers	4G Router	Male	4	Very Good	9	25GB Monthly Plan	" ?9,000 "	11	" ?99,000 "	186.31	No	
CUST0114	Amina Todd	2/25/25	66	Abia	5G Broadband Router	Female	5	Excellent	33	200GB Monthly Broadband Plan	" ?25,000 "	14	" ?350,000 "	134.92	Yes	Better Offers from Competitors
CUST0115	Maryam Smith	2/25/25	19	Taraba	Mobile SIM Card	Female	1	Poor	42	1.5GB 2-Day Plan	 ?600 	8	" ?4,800 "	164.42	No	
CUST0116	Bola Garcia	3/25/25	30	Benue	Mobile SIM Card	Male	4	Very Good	29	16.5GB+10mins Monthly Plan	" ?6,500 "	16	" ?104,000 "	155.11	Yes	High Call Tarriffs
CUST0117	Sade Collins	3/25/25	33	Bauchi	4G Router	Male	4	Very Good	36	25GB Monthly Plan	" ?9,000 "	9	" ?81,000 "	109.48	No	
CUST0117	Sade Collins	3/25/25	33	Bauchi	Mobile SIM Card	Male	4	Very Good	36	12.5GB Monthly Plan	" ?5,500 "	8	" ?44,000 "	38.86	No	
CUST0118	Zainab Garcia	3/25/25	54	Osun	5G Broadband Router	Female	2	Fair	50	200GB Monthly Broadband Plan	" ?25,000 "	9	" ?225,000 "	112.32	No	
CUST0118	Zainab Garcia	3/25/25	54	Osun	4G Router	Female	2	Fair	50	25GB Monthly Plan	" ?9,000 "	18	" ?162,000 "	24.81	No	
CUST0119	Omamuzo Terry	1/25/25	66	Ekiti	5G Broadband Router	Male	3	Good	19	1.5TB Yearly Broadband Plan	" ?150,000 "	16	" ?2,400,000 "	131.37	No	
CUST0120	Fatima Lindsey	3/25/25	41	Adamawa	4G Router	Female	2	Fair	60	10GB+10mins Monthly Plan	" ?4,500 "	2	" ?9,000 "	127.77	Yes	High Call Tarriffs
CUST0120	Fatima Lindsey	3/25/25	41	Adamawa	Broadband MiFi	Female	2	Fair	60	30GB Monthly Broadband Plan	" ?9,000 "	16	" ?144,000 "	82.95	Yes	High Call Tarriffs
CUST0120	Fatima Lindsey	3/25/25	41	Adamawa	5G Broadband Router	Female	2	Fair	60	150GB FUP Monthly Unlimited	" ?20,000 "	5	" ?100,000 "	136.4	Yes	High Call Tarriffs
CUST0121	Tunde Smith	2/25/25	36	Kogi	Broadband MiFi	Female	3	Good	31	120GB Monthly Broadband Plan	" ?24,000 "	2	" ?48,000 "	147.87	No	
CUST0121	Tunde Smith	2/25/25	36	Kogi	Mobile SIM Card	Female	3	Good	31	1.5GB 2-Day Plan	 ?600 	6	" ?3,600 "	83.87	No	
CUST0121	Tunde Smith	2/25/25	36	Kogi	5G Broadband Router	Female	3	Good	31	30GB Monthly Broadband Plan	" ?9,000 "	13	" ?117,000 "	199.44	No	
CUST0122	Grace Fowler	3/25/25	39	Cross River	5G Broadband Router	Male	5	Excellent	1	1.5TB Yearly Broadband Plan	" ?150,000 "	5	" ?750,000 "	177.91	No	
CUST0122	Grace Fowler	3/25/25	39	Cross River	4G Router	Male	5	Excellent	1	165GB Monthly Plan	" ?35,000 "	4	" ?140,000 "	54.93	No	
CUST0123	Tega Chen	2/25/25	36	Sokoto	4G Router	Female	1	Poor	46	165GB Monthly Plan	" ?35,000 "	17	" ?595,000 "	165.48	No	
CUST0123	Tega Chen	2/25/25	36	Sokoto	Broadband MiFi	Female	1	Poor	46	300GB FUP Monthly Unlimited	" ?30,000 "	4	" ?120,000 "	17.8	No	
CUST0124	Shehu Nguyen	2/25/25	33	Taraba	5G Broadband Router	Female	1	Poor	60	120GB Monthly Broadband Plan	" ?24,000 "	19	" ?456,000 "	116.7	Yes	Poor Customer Service
CUST0124	Shehu Nguyen	2/25/25	33	Taraba	4G Router	Female	1	Poor	60	65GB Monthly Plan	" ?16,000 "	12	" ?192,000 "	52.68	Yes	Poor Customer Service
CUST0125	Halima Aguilar	2/25/25	23	Delta	5G Broadband Router	Female	4	Very Good	20	120GB Monthly Broadband Plan	" ?24,000 "	8	" ?192,000 "	73.83	No	
CUST0125	Halima Aguilar	2/25/25	23	Delta	Mobile SIM Card	Female	4	Very Good	20	500MB Daily Plan	 ?350 	16	" ?5,600 "	191.49	No	
CUST0125	Halima Aguilar	2/25/25	23	Delta	Broadband MiFi	Female	4	Very Good	20	150GB FUP Monthly Unlimited	" ?20,000 "	20	" ?400,000 "	91.27	No	
CUST0126	Ejiro Ware	2/25/25	69	Taraba	Mobile SIM Card	Male	5	Excellent	49	16.5GB+10mins Monthly Plan	" ?6,500 "	3	" ?19,500 "	140.9	No	
CUST0127	Ifeanyi Clayton	2/25/25	23	Zamfara	Mobile SIM Card	Male	2	Fair	37	12.5GB Monthly Plan	" ?5,500 "	17	" ?93,500 "	18.64	No	
CUST0127	Ifeanyi Clayton	2/25/25	23	Zamfara	Broadband MiFi	Male	2	Fair	37	60GB Monthly Broadband Plan	" ?14,500 "	15	" ?217,500 "	161.83	No	
CUST0127	Ifeanyi Clayton	2/25/25	23	Zamfara	5G Broadband Router	Male	2	Fair	37	300GB FUP Monthly Unlimited	" ?30,000 "	15	" ?450,000 "	102.89	No	
CUST0128	Sade Berry	3/25/25	75	Abia	Broadband MiFi	Male	1	Poor	26	300GB FUP Monthly Unlimited	" ?30,000 "	18	" ?540,000 "	140.23	No	
CUST0128	Sade Berry	3/25/25	75	Abia	Mobile SIM Card	Male	1	Poor	26	2.5GB 2-Day Plan	 ?900 	3	" ?2,700 "	186.95	No	
CUST0128	Sade Berry	3/25/25	75	Abia	Mobile SIM Card	Male	1	Poor	26	165GB Monthly Plan	" ?35,000 "	14	" ?490,000 "	6.83	No	
CUST0129	Shehu Lee	2/25/25	33	Kogi	Mobile SIM Card	Female	4	Very Good	58	16.5GB+10mins Monthly Plan	" ?6,500 "	12	" ?78,000 "	27.03	No	
CUST0129	Shehu Lee	2/25/25	33	Kogi	Broadband MiFi	Female	4	Very Good	58	30GB Monthly Broadband Plan	" ?9,000 "	18	" ?162,000 "	36.11	No	
CUST0130	Tamuno Greer	1/25/25	32	Osun	Mobile SIM Card	Male	3	Good	49	500MB Daily Plan	 ?350 	12	" ?4,200 "	49.88	No	
CUST0130	Tamuno Greer	1/25/25	32	Osun	5G Broadband Router	Male	3	Good	49	300GB FUP Monthly Unlimited	" ?30,000 "	4	" ?120,000 "	55.49	No	
CUST0130	Tamuno Greer	1/25/25	32	Osun	4G Router	Male	3	Good	49	65GB Monthly Plan	" ?16,000 "	14	" ?224,000 "	161.99	No	
CUST0131	Funke Hart	1/25/25	46	Ondo	Broadband MiFi	Male	4	Very Good	7	60GB Monthly Broadband Plan	" ?14,500 "	18	" ?261,000 "	88.07	No	
CUST0131	Funke Hart	1/25/25	46	Ondo	Mobile SIM Card	Male	4	Very Good	7	500MB Daily Plan	 ?350 	2	 ?700 	151	No	
CUST0131	Funke Hart	1/25/25	46	Ondo	5G Broadband Router	Male	4	Very Good	7	300GB FUP Monthly Unlimited	" ?30,000 "	10	" ?300,000 "	101.03	No	
CUST0132	Nura Yang	2/25/25	56	Niger	Broadband MiFi	Male	5	Excellent	20	120GB Monthly Broadband Plan	" ?24,000 "	6	" ?144,000 "	176	Yes	Costly Data Plans
CUST0132	Nura Yang	2/25/25	56	Niger	5G Broadband Router	Male	5	Excellent	20	450GB 3-Month Broadband Plan	" ?75,000 "	2	" ?150,000 "	111.39	Yes	Costly Data Plans
CUST0133	Oghene Cooper	2/25/25	64	Bauchi	Mobile SIM Card	Female	4	Very Good	45	500MB Daily Plan	 ?350 	10	" ?3,500 "	169.94	Yes	Fast Data Consumption
CUST0134	Obinna Branch	2/25/25	75	Oyo	Broadband MiFi	Female	4	Very Good	27	300GB FUP Monthly Unlimited	" ?30,000 "	7	" ?210,000 "	18.95	Yes	Poor Customer Service
CUST0134	Obinna Branch	2/25/25	75	Oyo	4G Router	Female	4	Very Good	27	65GB Monthly Plan	" ?16,000 "	20	" ?320,000 "	54.06	Yes	Poor Customer Service
CUST0135	Bola Anderson	2/25/25	25	Benue	Mobile SIM Card	Male	3	Good	31	10GB+10mins Monthly Plan	" ?4,500 "	4	" ?18,000 "	192.43	No	
CUST0136	John Hill	2/25/25	47	Ondo	Mobile SIM Card	Female	5	Excellent	59	16.5GB+10mins Monthly Plan	" ?6,500 "	10	" ?65,000 "	129.92	No	
CUST0136	John Hill	2/25/25	47	Ondo	4G Router	Female	5	Excellent	59	25GB Monthly Plan	" ?9,000 "	16	" ?144,000 "	72.25	No	
CUST0137	Zina Singh	2/25/25	28	Taraba	4G Router	Female	3	Good	59	10GB+10mins Monthly Plan	" ?4,500 "	18	" ?81,000 "	3.74	No	
CUST0138	Ibim Brown	2/25/25	53	Plateau	Mobile SIM Card	Male	4	Very Good	22	16.5GB+10mins Monthly Plan	" ?6,500 "	11	" ?71,500 "	131.09	No	
CUST0139	Saidu Holt	3/25/25	78	Yobe	4G Router	Female	2	Fair	11	65GB Monthly Plan	" ?16,000 "	3	" ?48,000 "	105.03	Yes	Relocation
CUST0139	Saidu Holt	3/25/25	78	Yobe	5G Broadband Router	Female	2	Fair	11	30GB Monthly Broadband Plan	" ?9,000 "	14	" ?126,000 "	152.99	Yes	Relocation
CUST0140	Amaka Vang	2/25/25	45	Kaduna	Mobile SIM Card	Male	5	Excellent	1	12.5GB Monthly Plan	" ?5,500 "	18	" ?99,000 "	3.64	No	
CUST0141	Ibim Faulkner	3/25/25	17	Kano	Mobile SIM Card	Female	1	Poor	35	3.2GB 2-Day Plan	" ?1,000 "	8	" ?8,000 "	105.11	No	
CUST0142	Bala Hood	2/25/25	48	Ekiti	Mobile SIM Card	Female	1	Poor	51	500MB Daily Plan	 ?350 	8	" ?2,800 "	198.05	No	
CUST0142	Bala Hood	2/25/25	48	Ekiti	5G Broadband Router	Female	1	Poor	51	120GB Monthly Broadband Plan	" ?24,000 "	3	" ?72,000 "	136.97	No	
CUST0143	Bola Brooks	2/25/25	27	Kebbi	Mobile SIM Card	Female	1	Poor	25	165GB Monthly Plan	" ?35,000 "	11	" ?385,000 "	129.16	No	
CUST0143	Bola Brooks	2/25/25	27	Kebbi	Broadband MiFi	Female	1	Poor	25	120GB Monthly Broadband Plan	" ?24,000 "	4	" ?96,000 "	195.48	No	
CUST0143	Bola Brooks	2/25/25	27	Kebbi	Mobile SIM Card	Female	1	Poor	25	16.5GB+10mins Monthly Plan	" ?6,500 "	8	" ?52,000 "	183.87	No	
CUST0144	Fatima Wheeler	1/25/25	76	Akwa Ibom	Broadband MiFi	Male	3	Good	60	30GB Monthly Broadband Plan	" ?9,000 "	19	" ?171,000 "	192.31	No	
CUST0144	Fatima Wheeler	1/25/25	76	Akwa Ibom	Mobile SIM Card	Male	3	Good	60	1.5GB 2-Day Plan	 ?600 	13	" ?7,800 "	150.57	No	
CUST0144	Fatima Wheeler	1/25/25	76	Akwa Ibom	4G Router	Male	3	Good	60	65GB Monthly Plan	" ?16,000 "	19	" ?304,000 "	60.21	No	
CUST0145	Halima Valencia	2/25/25	65	Adamawa	Broadband MiFi	Female	1	Poor	25	60GB Monthly Broadband Plan	" ?14,500 "	3	" ?43,500 "	46.81	No	
CUST0145	Halima Valencia	2/25/25	65	Adamawa	Mobile SIM Card	Female	1	Poor	25	7GB Monthly Plan	" ?3,500 "	20	" ?70,000 "	121.23	No	
CUST0146	Tamuno Boyd	2/25/25	57	Kano	Mobile SIM Card	Female	4	Very Good	51	20GB Monthly Plan	" ?7,500 "	20	" ?150,000 "	17.6	Yes	Relocation
CUST0146	Tamuno Boyd	2/25/25	57	Kano	Broadband MiFi	Female	4	Very Good	51	300GB FUP Monthly Unlimited	" ?30,000 "	3	" ?90,000 "	159.71	Yes	Relocation
CUST0147	Chinedu Martinez	2/25/25	50	Plateau	Broadband MiFi	Female	4	Very Good	46	30GB Monthly Broadband Plan	" ?9,000 "	15	" ?135,000 "	188.62	No	
CUST0148	Ejiro Finley	2/25/25	50	Anambra	Mobile SIM Card	Male	4	Very Good	6	3.2GB 2-Day Plan	" ?1,000 "	3	" ?3,000 "	71.11	No	
CUST0148	Ejiro Finley	2/25/25	50	Anambra	Broadband MiFi	Male	4	Very Good	6	120GB Monthly Broadband Plan	" ?24,000 "	11	" ?264,000 "	119.81	No	
CUST0148	Ejiro Finley	2/25/25	50	Anambra	5G Broadband Router	Male	4	Very Good	6	450GB 3-Month Broadband Plan	" ?75,000 "	14	" ?1,050,000 "	2.96	No	
CUST0149	Omamuzo Levine	2/25/25	26	Imo	Mobile SIM Card	Male	2	Fair	44	3.2GB 2-Day Plan	" ?1,000 "	9	" ?9,000 "	33.86	Yes	Costly Data Plans
CUST0149	Omamuzo Levine	2/25/25	26	Imo	Broadband MiFi	Male	2	Fair	44	60GB Monthly Broadband Plan	" ?14,500 "	3	" ?43,500 "	60.3	Yes	Costly Data Plans
CUST0150	Ejiro Roman	2/25/25	48	Imo	Mobile SIM Card	Female	4	Very Good	39	7GB Monthly Plan	" ?3,500 "	13	" ?45,500 "	168.4	Yes	Costly Data Plans
CUST0151	Tega Mendez	2/25/25	72	Bayelsa	4G Router	Female	3	Good	53	10GB+10mins Monthly Plan	" ?4,500 "	11	" ?49,500 "	192.93	No	
CUST0151	Tega Mendez	2/25/25	72	Bayelsa	Mobile SIM Card	Female	3	Good	53	1GB+1.5mins Daily Plan	 ?500 	16	" ?8,000 "	147.11	No	
CUST0151	Tega Mendez	2/25/25	72	Bayelsa	5G Broadband Router	Female	3	Good	53	60GB Monthly Broadband Plan	" ?14,500 "	9	" ?130,500 "	65.51	No	
CUST0152	Tamuno Yang	2/25/25	62	Delta	4G Router	Male	5	Excellent	38	25GB Monthly Plan	" ?9,000 "	3	" ?27,000 "	166.34	Yes	High Call Tarriffs
CUST0152	Tamuno Yang	2/25/25	62	Delta	Mobile SIM Card	Male	5	Excellent	38	20GB Monthly Plan	" ?7,500 "	5	" ?37,500 "	134.76	Yes	High Call Tarriffs
CUST0153	Maryam Williams	2/25/25	46	Edo	Mobile SIM Card	Male	4	Very Good	46	16.5GB+10mins Monthly Plan	" ?6,500 "	14	" ?91,000 "	184.74	Yes	Relocation
CUST0153	Maryam Williams	2/25/25	46	Edo	5G Broadband Router	Male	4	Very Good	46	30GB Monthly Broadband Plan	" ?9,000 "	12	" ?108,000 "	158.25	Yes	Relocation
CUST0154	David Miller	3/25/25	26	Anambra	Mobile SIM Card	Male	2	Fair	43	7GB Monthly Plan	" ?3,500 "	14	" ?49,000 "	193.16	No	
CUST0155	Ngozi Fowler	2/25/25	17	Anambra	4G Router	Female	4	Very Good	15	10GB+10mins Monthly Plan	" ?4,500 "	10	" ?45,000 "	96.81	No	
CUST0155	Ngozi Fowler	2/25/25	17	Anambra	Mobile SIM Card	Female	4	Very Good	15	12.5GB Monthly Plan	" ?5,500 "	3	" ?16,500 "	184.15	No	
CUST0156	Ifeanyi Garcia	2/25/25	34	Ekiti	Mobile SIM Card	Female	2	Fair	22	12.5GB Monthly Plan	" ?5,500 "	15	" ?82,500 "	144.54	No	
CUST0156	Ifeanyi Garcia	2/25/25	34	Ekiti	Broadband MiFi	Female	2	Fair	22	300GB FUP Monthly Unlimited	" ?30,000 "	2	" ?60,000 "	13.9	No	
CUST0157	Ifeanyi Jimenez	2/25/25	18	Bayelsa	4G Router	Male	2	Fair	44	10GB+10mins Monthly Plan	" ?4,500 "	13	" ?58,500 "	46.76	No	
CUST0157	Ifeanyi Jimenez	2/25/25	18	Bayelsa	Mobile SIM Card	Male	2	Fair	44	1.5GB 2-Day Plan	 ?600 	14	" ?8,400 "	37.68	No	
